id,text,speaker,speaker_id,audio_file,context,debate
n000320,We’re going to move on to the second segment.,Chris Wallace,0,a000320,Healthcare,0
n000321,"That was really a productive segment, wasn’t it?",Joe Biden,1,a000321,Healthcare,0
n000322,"Keep yapping, man.",Joe Biden,1,a000322,Healthcare,0
n000323,"The people understand, Joe.",Donald Trump,2,a000323,Healthcare,0
n000324,They sure do.,Joe Biden,1,a000324,Healthcare,0
n000325,"47 years, you’ve done nothing.",Donald Trump,2,a000325,Healthcare,0
n000326,They’re understand.,Donald Trump,2,a000326,Healthcare,0
n000327,"All right, the second subject is COVID-19, which is an awfully serious subject.",Chris Wallace,0,a000327,COVID,0
n000328,So let’s try to be serious about it.,Chris Wallace,0,a000328,COVID,0
n000329,"We have had more than seven million cases of coronavirus in the United States and more than 200,000 people have died.",Chris Wallace,0,a000329,COVID,0
n000330,"Even after we produce a vaccine, experts say that it could be months or even years before we come back to anything approaching normal.",Chris Wallace,0,a000330,COVID,0
n000331,"My question for both of you is, based on what you have said and done so far, and what you have said you would do starting in 2021, why should the American people trust you more than your opponent to deal with this public health crisis going forward?",Chris Wallace,0,a000331,COVID,0
n000332,"In this case, the question goes to you first, sir.",Chris Wallace,0,a000332,COVID,0
n000333,"Two minutes, uninterrupted.",Chris Wallace,0,a000333,COVID,0
n000334,Good luck.,Joe Biden,1,a000334,COVID,0
n000335,"200,000 dead.",Joe Biden,1,a000335,COVID,0
n000336,"As you said, over seven million infected in the United States.",Joe Biden,1,a000336,COVID,0
n000337,"We, in fact, have 4% of the world’s population, 20% of the deaths.",Joe Biden,1,a000337,COVID,0
n000338,"40,000 people a day are contracting COVID.",Joe Biden,1,a000338,COVID,0
n000339,"In addition to that, about between 750 and 1000 people a day are dying.",Joe Biden,1,a000339,COVID,0
n000340,"When he was presented with that number, he said, “It is what it is.” Well, it is what it is because you are who you are.",Joe Biden,1,a000340,COVID,0
n000341,That’s why it is.,Joe Biden,1,a000341,COVID,0
n000342,The President has no plan.,Joe Biden,1,a000342,COVID,0
n000343,He hasn’t laid out anything.,Joe Biden,1,a000343,COVID,0
n000344,He knew all the way back in February how serious this crisis was.,Joe Biden,1,a000344,COVID,0
n000345,He knew it was a deadly disease.,Joe Biden,1,a000345,COVID,0
n000346,What did he do?,Joe Biden,1,a000346,COVID,0
n000347,He’s on tape as acknowledging he knew it.,Joe Biden,1,a000347,COVID,0
n000348,He said he didn’t tell us or give people a warning of it because he didn’t want to panic the American people.,Joe Biden,1,a000348,COVID,0
n000349,You don’t panic.,Joe Biden,1,a000349,COVID,0
n000350,He panicked.,Joe Biden,1,a000350,COVID,0
n000351,"In addition to that, what did he do?",Joe Biden,1,a000351,COVID,0
n000352,He went in and we were insisting that the people we had in the ground in China should be able to go to Wuhan and determine for themselves how dangerous this was.,Joe Biden,1,a000352,COVID,0
n000353,He did not even ask Xi to do that.,Joe Biden,1,a000353,COVID,0
n000354,Wrong.,Donald Trump,2,a000354,COVID,0
n000355,He told us what a great job Xi was doing.,Joe Biden,1,a000355,COVID,0
n000356,He said we owe him debt of gratitude for being so transparent with us.,Joe Biden,1,a000356,COVID,0
n000357,And what did he do then?,Joe Biden,1,a000357,COVID,0
n000358,He then did nothing.,Joe Biden,1,a000358,COVID,0
n000359,He waited and waited and waited.,Joe Biden,1,a000359,COVID,0
n000360,He still doesn’t have a plan.,Joe Biden,1,a000360,COVID,0
n000361,Wrong.,Donald Trump,2,a000361,COVID,0
n000362,"Sir, it’s his two minutes.",Chris Wallace,0,a000362,COVID,0
n000363,It’s so wrong.,Donald Trump,2,a000363,COVID,0
n000364,"I laid out back in March, exactly what we should be doing.",Joe Biden,1,a000364,COVID,0
n000365,"And I laid out again in July, what we should be doing.",Joe Biden,1,a000365,COVID,0
n000366,We should be providing all the protective gear possible.,Joe Biden,1,a000366,COVID,0
n000367,We should be providing the money the House has passed in order to be able to go out and get people the help they need to keep their businesses open.,Joe Biden,1,a000367,COVID,0
n000368,Open schools cost a lot of money.,Joe Biden,1,a000368,COVID,0
n000369,You should get out of your bunker and get out of the sand trap in your golf course and go in the Oval Office and bring together the Democrats and Republicans and fund what needs to be done now to save lives.,Joe Biden,1,a000369,COVID,0
n000370,"So, if we would have listened to you.",Donald Trump,2,a000370,COVID,0
n000371,"Wait, wait.",Chris Wallace,0,a000371,COVID,0
n000372,"You have two minutes, sir.",Chris Wallace,0,a000372,COVID,0
n000373,"If we would’ve listened to you, the country would have been left wide open, millions of people would have died, not 200,000.",Donald Trump,2,a000373,COVID,0
n000374,And one person is too much.,Donald Trump,2,a000374,COVID,0
n000375,It’s China’s fault.,Donald Trump,2,a000375,COVID,0
n000376,It should have never happened.,Donald Trump,2,a000376,COVID,0
n000377,"They stopped it from going in, but it was China’s fault.",Donald Trump,2,a000377,COVID,0
n000378,"And, by the way, when you talk about numbers, you don’t know how many people died in China.",Donald Trump,2,a000378,COVID,0
n000379,You don’t know how many people died in Russia.,Donald Trump,2,a000379,COVID,0
n000380,You don’t know how many people died in India.,Donald Trump,2,a000380,COVID,0
n000381,"They don’t exactly give you a straight count, just so you understand.",Donald Trump,2,a000381,COVID,0
n000382,"But if you look at what we’ve done, I closed it and you said, “He’s xenophobic.",Donald Trump,2,a000382,COVID,0
n000383,"He’s a racist and he’s xenophobic,” because you didn’t think I should have closed our country.",Donald Trump,2,a000383,COVID,0
n000384,Wait a minute.,Donald Trump,2,a000384,COVID,0
n000385,"Sir, it’s his two minutes.",Chris Wallace,0,a000385,COVID,0
n000386,You didn’t think we should have closed our country because you thought it was terrible.,Donald Trump,2,a000386,COVID,0
n000387,You wouldn’t have closed it for another two months.,Donald Trump,2,a000387,COVID,0
n000388,"By my doing it early, in fact, Dr. Fauci said, “President Trump saved thousands of lives.” Many of your Democrat Governors said, “President Trump did a phenomenal job.” We worked with the Governor.",Donald Trump,2,a000388,COVID,0
n000389,"Oh really, go take a look.",Donald Trump,2,a000389,COVID,0
n000390,The Governors said I did a phenomenal job.,Donald Trump,2,a000390,COVID,0
n000391,Most of them said that.,Donald Trump,2,a000391,COVID,0
n000392,"In fact, people that would not be necessarily on my side said that, “President Trump did a phenomenal job.” We did.",Donald Trump,2,a000392,COVID,0
n000393,We got the gowns.,Donald Trump,2,a000393,COVID,0
n000394,We got the masks.,Donald Trump,2,a000394,COVID,0
n000395,We made the ventilators.,Donald Trump,2,a000395,COVID,0
n000396,You wouldn’t have made ventilators.,Donald Trump,2,a000396,COVID,0
n000397,And now we’re weeks away from a vaccine.,Donald Trump,2,a000397,COVID,0
n000398,We’re doing therapeutics already.,Donald Trump,2,a000398,COVID,0
n000399,Fewer people are dying when they get sick.,Donald Trump,2,a000399,COVID,0
n000400,Far fewer people are dying.,Donald Trump,2,a000400,COVID,0
n000401,We’ve done a great job.,Donald Trump,2,a000401,COVID,0
n000402,"The only thing I haven’t done a good job, and that’s because of the fake news, no matter what you say to them, they give you a bad press on it.",Donald Trump,2,a000402,COVID,0
n000403,It’s just fake news.,Donald Trump,2,a000403,COVID,0
n000404,"They give you good press, they give me bad press because that’s the way it is, unfortunately.",Donald Trump,2,a000404,COVID,0
n000405,But let me just say something.,Donald Trump,2,a000405,COVID,0
n000406,I don’t care.,Donald Trump,2,a000406,COVID,0
n000407,I’ve gotten used to it.,Donald Trump,2,a000407,COVID,0
n000408,"But I’ll tell you, Joe, you could never have done the job that we did.",Donald Trump,2,a000408,COVID,0
n000409,You don’t have it in your blood.,Donald Trump,2,a000409,COVID,0
n000410,"You could’ve never done that, Joe.",Donald Trump,2,a000410,COVID,0
n000411,I know how to do the job.,Joe Biden,1,a000411,COVID,0
n000412,I know how to get the job done.,Joe Biden,1,a000412,COVID,0
n000413,"Well, you didn’t do very well in Swine Flu.",Donald Trump,2,a000413,COVID,0
n000414,"H1-N1, you were a disaster.",Donald Trump,2,a000414,COVID,0
n000415,Your own Chief of Staff said you were a disaster.,Donald Trump,2,a000415,COVID,0
n000416,"14,000 people died, not 200,000.",Joe Biden,1,a000416,COVID,0
n000417,"A far less lethal disease, by the way.",Donald Trump,2,a000417,COVID,0
n000418,"Sir, you made a point.",Chris Wallace,0,a000418,COVID,0
n000419,Let him answer it.,Chris Wallace,0,a000419,COVID,0
n000420,And there was no one … We didn’t shut down the economy.,Joe Biden,1,a000420,COVID,0
n000421,This is his economy he shut down.,Joe Biden,1,a000421,COVID,0
n000422,"The reason it’s shut down is because, look, you folks at home.",Joe Biden,1,a000422,COVID,0
n000423,How many of you got up this morning and had an empty chair at the kitchen table because someone died of COVID?,Joe Biden,1,a000423,COVID,0
n000424,"How many of you are in a situation where you lost your mom or dad and you couldn’t even speak to them, you had a nurse holding a phone up so you could in fact say goodbye?",Joe Biden,1,a000424,COVID,0
n000425,"We would have lost far more people, far more people.",Donald Trump,2,a000425,COVID,0
n000426,You would have been months late.,Donald Trump,2,a000426,COVID,0
n000427,"You’re months behind me, Joe.",Donald Trump,2,a000427,COVID,0
n000428,"His own CDC Director says we could lose as many as another 200,000 people between now and the end of the year.",Joe Biden,1,a000428,COVID,0
n000429,"And he said, if we just wear a mask, we can save half those numbers.",Joe Biden,1,a000429,COVID,0
n000430,Just a mask.,Joe Biden,1,a000430,COVID,0
n000431,"And by the way, in terms of the whole notion of a vaccine, we’re for a vaccine, but I don’t trust him at all.",Joe Biden,1,a000431,COVID,0
n000432,Nor do you.,Joe Biden,1,a000432,COVID,0
n000433,I know you don’t.,Joe Biden,1,a000433,COVID,0
n000434,What we trust is a scientist.,Joe Biden,1,a000434,COVID,0
n000435,"You don’t trust Johnson & Johnson, Pfizer?",Donald Trump,2,a000435,COVID,0
n000436,"Okay, gentlemen, gentlemen.",Chris Wallace,0,a000436,COVID,0
n000437,Let me move on to questions about the future because you both have touched on two of the questions I’m going to ask.,Chris Wallace,0,a000437,COVID,0
n000438,"Focusing on the future first, President Trump, you have repeatedly either contradicted or been at odds with some of your governments own top scientists.",Chris Wallace,0,a000438,COVID,0
n000439,"The week before last, the Head of the Centers for Disease Control, Dr. Redfield said it would be summer before the vaccine would become generally available to the public.",Chris Wallace,0,a000439,COVID,0
n000440,You said that he was confused and mistaken.,Chris Wallace,0,a000440,COVID,0
n000441,Those were your two words.,Chris Wallace,0,a000441,COVID,0
n000442,"But Dr. Slaoui, the head of your Operation Warp Speed, has said exactly the same thing.",Chris Wallace,0,a000442,COVID,0
n000443,Are they both wrong?,Chris Wallace,0,a000443,COVID,0
n000444,"Well, I’ve spoken to the companies and we can have it a lot sooner.",Donald Trump,2,a000444,COVID,0
n000445,It’s a very political thing because people like this would rather make it political than save lives.,Donald Trump,2,a000445,COVID,0
n000446,God.,Joe Biden,1,a000446,COVID,0
n000447,It is a very political thing.,Donald Trump,2,a000447,COVID,0
n000448,"I’ve spoken to Pfizer, I’ve spoken to all of the people that you have to speak to, Moderna, Johnson & Johnson, and others.",Donald Trump,2,a000448,COVID,0
n000449,They can go faster than that by a lot.,Donald Trump,2,a000449,COVID,0
n000450,"It’s become very political because the left… Or I don’t know if I call them left, I don’t know what I call them.",Donald Trump,2,a000450,COVID,0
n000451,"So you’re suggesting that the head of your Operation Warp Speed, Dr. Slaoui-",Chris Wallace,0,a000451,COVID,0
n000452,I disagree with him.,Donald Trump,2,a000452,COVID,0
n000453,"No, I disagree with both of them.",Donald Trump,2,a000453,COVID,0
n000454,And he didn’t say that.,Donald Trump,2,a000454,COVID,0
n000455,"He said it could be there, but it could also be much sooner.",Donald Trump,2,a000455,COVID,0
n000456,I had him in my office two days ago.,Donald Trump,2,a000456,COVID,0
n000457,"He talked about the summer, sir, before it’s generally available, just like Dr. Redfield.",Chris Wallace,0,a000457,COVID,0
n000458,Because he said it’s a possibility that we’ll have the answer before November 1st.,Donald Trump,2,a000458,COVID,0
n000459,It could also be after that.,Donald Trump,2,a000459,COVID,0
n000460,"I’m talking about when it’s generally available, not-",Chris Wallace,0,a000460,COVID,0
n000461,"Well, we’re going to deliver it right away.",Donald Trump,2,a000461,COVID,0
n000462,We have the military all set up.,Donald Trump,2,a000462,COVID,0
n000463,"Logistically, they’re all set up.",Donald Trump,2,a000463,COVID,0
n000464,"We have our military that delivers soldiers and they can do 200,000 a day.",Donald Trump,2,a000464,COVID,0
n000465,They’re going to be delivering-,Donald Trump,2,a000465,COVID,0
n000466,This is the same man who told you-,Joe Biden,1,a000466,COVID,0
